DFT,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7
1,0.03,-0.1,-0.15,-0.2,-0.65,-0.08,-0.05
0,1.59,-0.21,-0.52,3,2.79,-0.08,-0.05
0,0.5,-0.21,0.06,-0.17,-0.47,-0.08,-0.05
0,0.34,-0.21,0.63,0.13,2.07,-0.08,-0.05
0,0.56,-0.16,0.15,0.47,1.7,-0.08,-0.05
0,2.77,-0.21,0.13,0.59,1.88,3,3
0,0.37,-0.21,0.74,0.2,1.34,-0.08,-0.05
1,1.37,-0.21,1.02,1.04,0.26,-0.08,-0.05
0,-0.16,-0.21,-0.47,-0.15,0.08,-0.08,-0.05
0,0.37,-0.21,1.56,0.23,3,-0.08,-0.05
1,2.38,-0.21,1.61,-0.15,-0.47,-0.08,-0.05
0,1.42,-0.21,0.65,1.08,1.34,-0.08,-0.05
0,0.19,-0.21,1.09,0.17,0.62,2.13,2.84
0,0.51,-0.21,0.71,0.74,1.88,-0.08,-0.05
0,0.29,-0.21,-0.01,-0.12,0.08,-0.08,-0.05
0,0.53,-0.21,1.97,-0.2,-0.65,-0.08,-0.05
1,-0.12,3,0.59,-0.2,-0.65,-0.08,-0.05
0,-0.18,-0.21,-0.13,-0.2,-0.47,-0.08,-0.05
1,0,-0.21,-0.36,-0.2,-0.65,1.24,-0.04
1,0.31,-0.27,1.45,-0.09,0.26,0.14,0.01
1,-0.06,-0.27,-0.11,-0.13,0.62,0.14,-0.03
0,0.03,-0.21,-0.08,-0.01,0.08,2.35,1.05
1,1.61,-0.27,-0.24,-0.13,0.08,0.14,0.04
1,0.61,-0.21,0.36,1.09,1.16,-0.08,-0.05
1,1.21,-0.21,-0.22,0.44,2.07,-0.08,-0.05
0,0.47,-0.21,1.14,0.27,0.98,-0.08,-0.05
0,2.91,-0.21,-0.05,1.43,3,3,3
1,2.33,-0.27,2.65,0.08,0.44,0.14,0
0,0.48,-0.21,0.37,0.56,2.07,-0.08,-0.05
1,1.03,-0.21,-0.46,-0.13,-0.1,-0.08,-0.05
1,0.78,-0.21,2.21,0.12,2.43,-0.08,-0.05
0,2.47,-0.21,3,0.06,2.97,-0.08,-0.05
1,1.29,-0.27,2,-0.12,0.08,-0.08,-0.05
1,1.53,-0.21,3,0.83,0.98,-0.08,-0.05
0,0.64,-0.21,1.97,0.69,3,-0.08,-0.05
0,3,-0.21,-0.46,3,0.8,-0.08,-0.05
1,3,-0.27,2.79,0.65,1.16,0.14,0.04
1,0.84,-0.27,2.51,-0.13,0.26,0.14,-0.02
0,-0.19,-0.21,0.2,-0.03,0.62,-0.08,-0.05
1,-0.13,-0.27,0.01,0.17,0.08,0.14,-0.03
0,-0.02,-0.21,-0.24,0.41,1.16,-0.08,-0.05
1,3,-0.27,-0.53,0.05,-0.29,0.36,0.13
0,0.2,-0.21,-0.22,0.73,0.44,-0.08,-0.05
1,0.39,-0.21,-0.52,0.33,2.43,-0.08,-0.05
0,0.16,-0.21,0.65,-0.16,-0.1,-0.08,-0.05
1,1.19,-0.21,-0.33,0,-0.1,-0.08,-0.05
0,0.11,-0.21,0.33,0.32,1.52,-0.08,-0.05
0,1.39,-0.16,-0.34,1.22,1.88,-0.08,-0.05
1,1.06,-0.21,2.86,-0.19,-0.29,-0.08,-0.05
0,1.02,-0.21,1.32,-0.19,-0.1,-0.08,-0.05
1,1.9,-0.27,0.72,-0.02,0.08,0.14,0
1,3,-0.21,0.68,3,2.97,-0.08,-0.05
0,0.11,-0.21,1.19,0.62,2.79,-0.08,-0.05
1,2.02,-0.21,3,-0.11,-0.29,-0.08,-0.05
0,0.83,-0.21,2.26,0.3,2.25,-0.08,-0.05
0,2.09,-0.21,3,0.24,1.34,-0.08,-0.05
1,0.01,3,-0.53,-0.2,-0.65,-0.08,-0.05
1,2.73,-0.21,2.7,-0.15,-0.29,-0.08,-0.05
1,-0.05,-0.21,0.38,-0.2,-0.47,-0.08,-0.05
0,-0.34,-0.21,-0.45,0.21,1.7,-0.08,-0.05
0,1.55,-0.21,0.7,0.45,1.16,-0.08,-0.05
0,0.47,-0.21,0.47,1.3,2.97,-0.08,-0.05
1,0.54,-0.21,-0.25,-0.2,-0.47,-0.08,-0.05
0,3,-0.21,0.32,-0.05,0.08,0.58,0.32
1,2.2,-0.21,3,-0.2,-0.65,-0.08,-0.05
0,2.67,-0.21,-0.5,1.33,2.97,-0.08,-0.05
0,0.99,-0.21,2.96,3,3,-0.08,-0.05
1,-0.28,-0.21,-0.5,-0.2,-0.65,-0.08,-0.05
0,3,-0.21,3,3,3,-0.08,-0.05
0,0.16,-0.21,0.34,-0.11,0.62,-0.08,-0.05
0,0.12,-0.16,-0.15,0.34,1.34,-0.08,-0.05
1,-0.15,1.68,0.1,-0.2,-0.65,-0.08,-0.05
0,-0.18,-0.21,-0.22,0.61,1.34,-0.08,-0.05
0,0.4,-0.21,2.25,-0.01,0.08,-0.08,-0.05
1,0.05,-0.21,0.24,-0.12,-0.29,-0.08,-0.05
1,0.43,-0.21,1.83,0.16,0.62,-0.08,-0.05
0,2.15,-0.21,3,0.75,0.26,-0.08,-0.05
0,1.01,-0.21,1.9,-0.12,-0.47,-0.08,-0.05
0,0.88,-0.16,-0.13,0.82,1.52,0.36,-0.03
0,-0.35,-0.21,-0.41,-0.15,-0.47,-0.08,-0.05
1,0.21,-0.21,0.62,0.16,0.08,-0.08,-0.05
0,0.37,-0.21,0.35,0.3,1.34,-0.08,-0.05
0,0.64,-0.21,2.61,0,0.98,-0.08,-0.05
0,0.44,-0.21,2.86,-0.17,-0.1,-0.08,-0.05
0,0.76,-0.21,0.91,1.27,2.43,-0.08,-0.05
0,1.49,-0.21,-0.53,-0.2,-0.65,0.14,0.01
1,2.54,-0.21,3,0.4,1.88,-0.08,-0.05
0,0.02,-0.21,-0.41,0.2,-0.1,-0.08,-0.05
1,1.37,-0.27,3,-0.15,-0.29,0.36,-0.02
0,0.57,-0.21,-0.08,-0.2,-0.47,1.24,0.22
0,3,-0.21,3,0.97,2.97,0.36,0.43
0,2.56,-0.21,3,0.13,0.62,-0.08,-0.05
0,1.14,-0.21,0.93,0.17,1.34,-0.08,-0.05
0,0.84,-0.21,2.59,0.88,2.79,-0.08,-0.05
0,2.37,-0.21,3,-0.13,-0.1,0.14,0.29
0,1.65,-0.21,3,-0.19,-0.47,-0.08,-0.05
0,0.13,-0.21,1.63,-0.2,-0.29,-0.08,-0.05
1,1.49,-0.21,2.62,-0.17,-0.47,0.14,0.14
0,1.36,-0.21,3,-0.08,-0.29,-0.08,-0.05
1,3,-0.21,3,-0.2,-0.47,-0.08,-0.05
0,1.31,-0.21,0.62,1.06,0.98,-0.08,-0.05
0,0.96,-0.21,1.84,1,3,0.14,0.34
0,1.51,-0.21,-0.53,2.5,3,0.14,-0.04
0,0.21,-0.21,-0.14,-0.2,-0.65,-0.08,-0.05
1,0.4,-0.1,0.36,-0.2,-0.65,-0.08,-0.05
0,-0.26,-0.21,0.45,-0.2,-0.65,-0.08,-0.05
0,0.89,-0.21,2.13,0.06,1.16,-0.08,-0.05
0,0.08,-0.21,1.51,-0.2,-0.1,-0.08,-0.05
1,-0.1,-0.21,-0.02,-0.2,-0.47,-0.08,-0.05
1,0.22,-0.21,-0.11,0.19,1.7,-0.08,-0.05
1,0.62,-0.21,-0.12,-0.14,-0.47,-0.08,-0.05
0,0.42,-0.05,0.88,-0.14,0.08,0.58,0.14
1,0.85,-0.21,-0.2,-0.13,-0.47,-0.08,-0.05
1,0.66,-0.21,1.66,-0.16,0.08,-0.08,-0.05
0,0.69,-0.16,2.49,0.29,0.98,-0.08,-0.05
0,1.18,-0.21,3,-0.1,0.26,0.8,0.53
0,0.22,-0.21,-0.1,0.04,1.34,-0.08,-0.05
0,2.97,-0.21,3,0.86,3,-0.08,-0.05
0,0.94,-0.21,-0.26,-0.2,-0.65,0.36,0.12
0,0.8,-0.27,-0.22,-0.2,-0.65,0.36,0.13
0,0.03,-0.21,-0.02,0.52,2.25,-0.08,-0.05
1,-0.32,3,0.04,-0.19,0.08,-0.08,-0.05
1,1.15,-0.16,0.02,1.37,2.25,-0.08,-0.05
0,1.72,-0.21,-0.02,-0.17,-0.29,-0.08,-0.05
0,-0.19,-0.21,0.32,-0.1,-0.29,-0.08,-0.05
1,-0.08,-0.21,0.74,-0.2,-0.65,-0.08,-0.05
1,2.08,-0.21,3,1.08,2.07,-0.08,-0.05
0,0.62,-0.21,1.59,-0.2,-0.65,0.8,0.28
0,0.98,-0.21,-0.53,0.53,0.08,-0.08,-0.05
1,1.41,-0.21,3,-0.18,-0.47,-0.08,-0.05
0,0.65,-0.21,2.03,-0.17,-0.29,0.58,0.46
0,0.11,-0.21,0.93,0.59,0.26,-0.08,-0.05
1,0.47,-0.21,1,-0.1,-0.1,-0.08,-0.05
1,0.1,-0.21,1.1,-0.04,0.26,-0.08,-0.05
0,0.45,-0.21,1.12,0.19,0.98,-0.08,-0.05
1,0.43,-0.21,1.78,0.39,2.43,-0.08,-0.05
0,0.12,-0.21,0.31,-0.2,-0.65,-0.08,-0.05
0,0.9,-0.21,0.65,1.7,3,-0.08,-0.05
1,-0.18,3,0.22,-0.2,-0.65,-0.08,-0.05
0,0.4,-0.1,0.27,-0.18,-0.29,-0.08,-0.05
0,0.59,-0.21,-0.17,-0.19,-0.29,-0.08,-0.05
0,-0.07,-0.21,0.48,-0.05,0.62,-0.08,-0.05
0,3,-0.21,1.46,3,3,-0.08,-0.05
0,2.04,-0.21,-0.06,0.16,0.26,-0.08,-0.05
0,-0.17,-0.21,0.26,0.03,0.8,-0.08,-0.05
0,2.45,-0.21,3,-0.18,0.08,0.36,0.14
0,3,-0.21,3,3,0.44,-0.08,-0.05
1,0.53,-0.21,0.97,-0.2,-0.65,-0.08,-0.05
1,1.51,-0.21,2.84,-0.1,0.26,-0.08,-0.05
1,0.75,-0.21,0.53,0.1,-0.47,-0.08,-0.05
0,-0.04,-0.21,-0.29,0.01,0.26,-0.08,-0.05
0,2.34,-0.21,0.2,0.78,1.52,-0.08,-0.05
1,1.08,-0.21,2.24,-0.18,-0.29,-0.08,-0.05
1,1.38,-0.21,3,2.09,2.79,-0.08,-0.05
0,0.27,-0.27,0.22,-0.2,-0.65,3,0.17
0,1.88,-0.21,3,0.17,0.8,-0.08,-0.05
1,0.48,-0.21,1.16,-0.19,-0.29,-0.08,-0.05
1,-0.37,1.46,-0.12,-0.2,-0.65,-0.08,-0.05
1,0.7,-0.21,2.13,0.21,0.62,-0.08,-0.05
1,1.55,-0.21,0.43,3,2.61,-0.08,-0.05
1,1.8,-0.21,-0.22,-0.17,-0.1,-0.08,-0.05
0,0.32,-0.21,0.03,0.75,2.79,-0.08,-0.05
0,0.12,-0.21,0.65,-0.14,-0.29,-0.08,-0.05
1,2.7,-0.21,3,0.08,0.26,-0.08,-0.05
0,2.42,-0.27,3,0.01,-0.47,0.8,0.06
0,3,-0.21,3,0.38,0.62,-0.08,-0.05
0,2.04,-0.21,3,1.18,3,-0.08,-0.05
1,-0.73,3,-0.47,-0.2,-0.65,-0.08,-0.05
0,1.36,-0.16,1.08,0.08,-0.29,-0.08,-0.05
0,0.23,-0.21,-0.3,-0.1,-0.1,-0.08,-0.05
0,-0.31,-0.21,-0.39,-0.18,-0.1,-0.08,-0.05
0,1.18,-0.21,2.43,0.05,0.44,-0.08,-0.05
1,1.02,-0.21,0.56,3,3,-0.08,-0.05
0,1.04,-0.21,3,0.32,3,-0.08,-0.05
0,0,-0.21,0.15,1.05,1.88,-0.08,-0.05
0,-0.1,-0.21,0.01,0.27,0.26,-0.08,-0.05
1,1.58,-0.21,0.46,2.2,3,-0.08,-0.05
0,1.09,-0.21,1.87,0.48,1.52,3,3
0,1.37,-0.21,0.27,-0.12,0.44,-0.08,-0.05
1,0.89,-0.21,3,0.67,1.34,-0.08,-0.05
0,-0.21,-0.21,-0.02,-0.2,-0.65,0.36,0
0,0.98,-0.21,1.17,-0.05,1.34,-0.08,-0.05
0,1.45,-0.21,0.68,-0.2,-0.65,1.91,1.18
1,3,-0.21,3,3,3,-0.08,-0.05
0,1.15,-0.21,1.24,-0.19,-0.29,0.36,0.24
1,0.49,-0.21,-0.5,0.41,0.98,-0.08,-0.05
1,3,-0.21,3,-0.19,-0.47,-0.08,-0.05
0,-0.23,-0.21,0.25,0.14,1.16,-0.08,-0.05
0,0.94,-0.21,0.33,0.47,2.43,-0.08,-0.05
1,0.51,-0.21,0.63,0.4,0.08,-0.08,-0.05
0,2.61,-0.21,3,0.18,0.26,0.8,0.53
0,-0.12,-0.21,0.42,-0.04,-0.47,-0.08,-0.05
0,1.06,-0.21,2.58,0.3,2.61,0.14,0.1
1,2.49,-0.27,2.77,1.34,3,-0.08,-0.05
0,3,-0.21,3,0.31,1.88,-0.08,-0.05
0,0.15,-0.05,1.04,-0.16,-0.47,1.69,0.27
0,-0.2,-0.21,-0.45,0.04,0.98,0.36,-0.03
0,0.86,-0.21,1.59,0.17,1.7,-0.08,-0.05
0,0.65,-0.21,-0.15,0.57,0.62,-0.08,-0.05
0,3,-0.21,1.27,2.43,1.88,-0.08,-0.05
0,1.2,-0.21,2.72,-0.06,1.88,-0.08,-0.05
0,0.22,-0.21,0.65,0.33,-0.1,-0.08,-0.05
0,0.25,-0.21,0.54,2.06,2.79,-0.08,-0.05
0,-0.3,-0.21,0.19,0.02,0.08,-0.08,-0.05
0,0.25,-0.27,0.7,-0.1,-0.1,2.79,0.01
0,0.67,-0.21,1.23,-0.11,0.98,-0.08,-0.05
0,0.07,-0.21,-0.53,0.24,0.62,-0.08,-0.05
0,1.08,-0.21,-0.52,-0.09,-0.29,-0.08,-0.05
0,0.1,-0.21,0.05,0.79,0.44,-0.08,-0.05
1,0.93,-0.1,-0.27,-0.2,-0.65,-0.08,-0.05
1,1.32,-0.21,0.32,-0.2,-0.65,-0.08,-0.05
1,1.04,-0.21,1.31,-0.19,-0.1,-0.08,-0.05
0,0.37,-0.21,1.18,-0.2,-0.47,0.8,0.12
0,-0.41,-0.21,0.15,-0.12,-0.29,-0.08,-0.05
1,0.92,-0.21,-0.22,-0.2,-0.65,-0.08,-0.05
0,1.5,-0.27,3,0.01,0.62,1.02,-0.02
0,-0.31,-0.21,-0.1,-0.16,-0.29,-0.08,-0.05
0,0.63,-0.21,0.22,1.36,2.97,-0.08,-0.05
0,-0.14,-0.21,-0.27,1.94,1.34,-0.08,-0.05
0,1.97,-0.21,3,0.77,1.7,-0.08,-0.05
0,1.51,-0.16,1.64,0.31,0.44,-0.08,-0.05
0,2.31,-0.21,3,1,3,0.14,0.08
1,0.34,-0.1,0.97,-0.2,-0.65,-0.08,-0.05
0,1.99,-0.21,0.73,0.11,1.34,-0.08,-0.05
0,0.91,-0.21,0.52,0.55,3,-0.08,-0.05
1,1.59,-0.21,0.2,-0.2,-0.65,0.14,-0.03
0,3,-0.21,1.93,-0.15,-0.47,0.14,0.13
0,0.43,-0.05,1.5,-0.2,-0.47,0.58,-0.03
0,1.14,-0.21,0.29,3,3,-0.08,-0.05
1,0.34,-0.21,-0.01,-0.2,-0.65,-0.08,-0.05
0,1.85,-0.21,3,0.58,0.98,-0.08,-0.05
0,-0.21,-0.21,0.53,-0.2,-0.65,0.14,-0.03
0,0.65,-0.21,-0.2,0.5,0.26,-0.08,-0.05
0,0.08,-0.21,0.28,0.12,0.62,0.36,0.2
0,2.05,-0.16,1.76,-0.07,0.08,-0.08,-0.05
0,0.22,-0.21,-0.12,-0.2,-0.65,0.36,-0.03
0,1.84,-0.21,3,-0.2,-0.65,0.36,0.81
0,0.48,-0.16,0.14,0.82,1.88,-0.08,-0.05
0,0.39,-0.21,-0.47,-0.18,-0.29,-0.08,-0.05
1,1.2,0.06,0.33,-0.1,-0.29,-0.08,-0.05
0,0.33,-0.21,2.25,-0.2,-0.65,-0.08,-0.05
1,0.05,-0.21,0.27,0.25,0.08,0.14,-0.04
0,1.95,-0.21,1.73,2.79,0.98,-0.08,-0.05
1,0.36,-0.21,0.84,2.68,1.34,-0.08,-0.05
0,1.58,-0.21,0.56,-0.02,-0.47,-0.08,-0.05
0,-0.21,-0.21,0.1,-0.07,-0.47,-0.08,-0.05
1,3,-0.27,3,0.16,-0.1,0.8,0.43
0,2.02,-0.21,2.75,-0.2,-0.47,1.02,0.38
1,0.32,-0.21,-0.03,-0.2,-0.65,-0.08,-0.05
0,-0.02,-0.21,-0.49,0.28,2.25,-0.08,-0.05
1,-0.31,-0.16,-0.46,-0.18,-0.47,-0.08,-0.05
0,1.59,-0.21,-0.18,3,3,-0.08,-0.05
0,2.63,-0.21,-0.53,0.07,1.34,-0.08,-0.05
1,0.79,-0.21,0.85,0.14,0.08,-0.08,-0.05
0,-0.41,3,-0.36,-0.2,-0.65,0.58,0.03
0,0.4,-0.21,0.94,0,0.62,-0.08,-0.05
0,0.86,-0.16,-0.53,0.17,0.08,0.36,-0.04
0,0.75,-0.21,1.2,0.18,1.7,-0.08,-0.05
1,1.88,-0.21,-0.53,0.26,0.8,-0.08,-0.05
0,0.98,-0.21,1.49,-0.04,-0.1,-0.08,-0.05
0,1.35,-0.21,0.84,0.19,0.08,-0.08,-0.05
0,1.06,-0.21,-0.37,0.77,0.98,-0.08,-0.05
0,0.9,-0.21,-0.53,1.67,1.34,-0.08,-0.05
1,1.2,-0.27,2.98,0.19,0.62,0.14,0.07
0,3,-0.27,-0.53,0.26,-0.47,0.58,0.39
1,3,-0.21,3,3,3,-0.08,-0.05
0,1.14,-0.21,0.55,0.7,3,-0.08,-0.05
0,0.98,-0.21,3,-0.14,0.26,-0.08,-0.05
0,2.45,-0.21,1.4,1.66,3,-0.08,-0.05
1,0.66,-0.21,1.31,0.83,0.26,-0.08,-0.05
0,0.61,-0.21,0.75,0.34,2.43,-0.08,-0.05
0,0.89,-0.21,2.4,-0.05,0.98,-0.08,-0.05
0,0.16,-0.27,0.93,-0.14,-0.1,2.13,0.15
0,1.77,-0.21,2.89,3,2.25,-0.08,-0.05
0,2.14,-0.21,-0.27,2.4,3,-0.08,-0.05
1,0.76,-0.21,1.1,0.21,2.43,-0.08,-0.05
1,0.95,-0.21,2.22,0.44,3,-0.08,-0.05
0,0.58,-0.21,-0.53,0.15,2.25,-0.08,-0.05
0,-0.12,-0.21,-0.17,-0.06,-0.29,-0.08,-0.05
1,0.55,-0.21,0.07,-0.2,-0.65,-0.08,-0.05
0,1.2,-0.21,-0.53,0.3,1.16,-0.08,-0.05
1,0.53,-0.21,2.52,-0.13,-0.1,-0.08,-0.05
0,0.63,-0.21,-0.53,0.35,1.16,-0.08,-0.05
0,3,-0.21,-0.53,-0.02,-0.29,-0.08,-0.05
0,1.67,-0.16,-0.53,0.2,1.7,-0.08,-0.05
1,0.8,-0.21,-0.13,-0.2,-0.65,-0.08,-0.05
0,0.83,-0.21,1.44,0.19,0.26,-0.08,-0.05
0,0.2,-0.21,0.95,-0.1,0.44,-0.08,-0.05
0,0.23,-0.21,0.51,-0.08,0.98,-0.08,-0.05
0,3,-0.27,3,0.37,0.8,1.24,0.35
0,3,-0.16,2.25,1.74,3,0.36,0
0,-0.28,-0.21,-0.52,0.14,-0.1,-0.08,-0.05
0,1.01,-0.21,-0.39,1.07,0.62,-0.08,-0.05
0,0.75,-0.21,2.16,-0.12,0.62,-0.08,-0.05
0,1.67,-0.21,3,-0.19,0.08,-0.08,-0.05
1,1.34,-0.21,3,1.15,1.7,-0.08,-0.05
0,1.5,-0.21,0,0.87,3,-0.08,-0.05
0,1.08,-0.21,1.68,-0.06,1.16,-0.08,-0.05
1,1.04,-0.21,2.65,-0.13,-0.29,-0.08,-0.05
0,-0.09,-0.21,0.27,0.17,3,-0.08,-0.05
0,2.03,-0.27,2.9,-0.15,-0.47,0.36,0.13
0,0.66,-0.21,-0.53,0.12,0.26,-0.08,-0.05
0,3,-0.21,0.91,3,3,-0.08,-0.05
0,-0.45,3,-0.33,-0.19,-0.47,0.58,0.06
0,0.13,-0.21,0.33,0.06,1.52,-0.08,-0.05
0,-0.01,-0.21,0.36,-0.09,0.08,-0.08,-0.05
1,0.16,-0.21,1.6,-0.13,1.16,-0.08,-0.05
0,1.18,-0.21,-0.53,-0.04,-0.47,-0.08,-0.05
1,-0.54,-0.21,-0.39,-0.2,-0.65,-0.08,-0.05
0,0.98,-0.21,-0.06,0.77,1.52,-0.08,-0.05
1,1.06,-0.21,0.86,0.06,1.34,-0.08,-0.05
0,-0.28,-0.21,0.04,-0.2,-0.29,-0.08,-0.05
0,-0.18,-0.21,-0.06,-0.11,0.62,-0.08,-0.05
0,0.15,-0.21,1.12,0.1,0.26,-0.08,-0.05
0,1.57,-0.21,1.69,1.08,3,0.36,-0.02
1,1.39,-0.21,3,0.85,-0.29,-0.08,-0.05
1,0.66,-0.21,-0.15,-0.2,-0.65,-0.08,-0.05
1,0.22,-0.21,1.12,-0.03,0.62,-0.08,-0.05
1,1.85,-0.21,0.4,0.21,-0.29,-0.08,-0.05
0,0.02,-0.21,0.9,-0.11,0.26,-0.08,-0.05
1,0.42,-0.1,1.26,-0.2,-0.65,-0.08,-0.05
0,3,-0.21,3,0.83,3,0.14,-0.04
0,0.11,-0.05,-0.22,-0.19,-0.29,-0.08,-0.05
0,1.56,-0.21,-0.47,-0.09,0.62,-0.08,-0.05
0,1.62,-0.21,-0.52,0.18,-0.1,-0.08,-0.05
0,0.14,-0.21,0.58,-0.1,0.44,-0.08,-0.05
0,0.38,-0.21,-0.47,-0.02,0.98,-0.08,-0.05
0,3,1.18,3,-0.16,-0.29,0.14,1.55
1,1.11,-0.21,3,-0.19,-0.47,-0.08,-0.05
0,2.69,-0.21,3,-0.15,-0.1,-0.08,-0.05
0,0.56,-0.21,-0.36,0.9,1.88,-0.08,-0.05
1,0.24,-0.21,1.2,0.06,1.7,-0.08,-0.05
0,1.66,-0.21,3,1.21,0.44,-0.08,-0.05
0,0.61,-0.21,1.25,-0.04,0.08,-0.08,-0.05
0,0.5,-0.21,0.06,-0.1,0.26,-0.08,-0.05
0,1.58,-0.21,1.07,-0.2,-0.29,0.36,0.03
0,0.8,-0.21,0.88,0.07,0.8,-0.08,-0.05
0,0.08,-0.21,0.02,-0.15,0.44,-0.08,-0.05
0,-0.18,-0.21,0.48,-0.19,0.08,-0.08,-0.05
0,2.44,-0.21,0.56,-0.12,0.26,-0.08,-0.05
1,1.62,-0.21,1.18,-0.2,-0.65,-0.08,-0.05
1,1.58,-0.21,1.77,-0.2,-0.65,-0.08,-0.05
0,0.91,-0.21,0.71,0.06,0.62,-0.08,-0.05
0,0.07,3,-0.39,0.51,-0.47,0.14,0.04
0,0.06,-0.21,1.03,-0.2,-0.65,0.14,0
1,-0.3,-0.05,0.29,-0.2,-0.47,-0.08,-0.05
0,2.06,-0.21,0.14,0.19,1.34,-0.08,-0.05
0,1.59,-0.21,3,0.1,1.16,-0.08,-0.05
0,0.55,-0.21,1.34,0.46,0.8,-0.08,-0.05
1,1.47,-0.21,-0.25,-0.17,-0.47,-0.08,-0.05
0,0.7,-0.21,0.36,0.15,2.25,-0.08,-0.05
0,0.46,-0.21,1.53,-0.2,-0.65,0.8,0.14
1,-0.04,-0.21,0.1,-0.18,-0.29,-0.08,-0.05
1,0.19,-0.21,1.2,-0.13,0.26,-0.08,-0.05
0,0.23,-0.21,0.28,0.1,0.62,-0.08,-0.05
0,1.73,-0.21,2.82,1.24,1.16,-0.08,-0.05
0,1.18,-0.27,2.84,-0.2,-0.47,3,0.2
0,3,-0.21,1.25,2.97,3,-0.08,-0.05
1,-0.2,-0.21,0.29,-0.2,-0.65,-0.08,-0.05
0,3,-0.21,1.11,0.19,1.34,-0.08,-0.05
0,0.51,-0.21,-0.47,-0.04,0.8,-0.08,-0.05
0,3,-0.21,3,0.51,1.88,-0.08,-0.05
1,0.22,-0.21,0.31,-0.18,-0.47,-0.08,-0.05
0,1.05,-0.21,3,0.22,1.16,-0.08,-0.05
1,0.18,-0.21,0.49,-0.2,-0.65,-0.08,-0.05
0,0.16,-0.21,-0.36,0.41,0.08,-0.08,-0.05
1,-0.46,-0.21,-0.09,-0.2,-0.65,-0.08,-0.05
1,1.67,-0.21,-0.52,0.39,2.61,-0.08,-0.05
0,0.75,-0.21,0.29,-0.12,-0.29,-0.08,-0.05
0,0.06,-0.21,0.35,-0.12,0.08,-0.08,-0.05
0,0.92,-0.21,2.35,1.07,0.62,-0.08,-0.05
0,-0.17,-0.21,0.4,-0.18,-0.29,-0.08,-0.05
0,0.23,-0.21,-0.19,0.63,0.44,0.14,0.04
0,2.93,-0.21,3,0.78,2.79,-0.08,-0.05
1,1.16,-0.21,2.52,-0.16,-0.47,-0.08,-0.05
0,-0.16,-0.21,0.15,-0.1,0.98,-0.08,-0.05
1,1.66,-0.21,1.98,-0.19,-0.29,-0.08,-0.05
1,3,-0.21,0.32,-0.2,-0.47,-0.08,-0.05
0,1.8,-0.21,2.56,0.77,2.43,-0.08,-0.05
1,2.15,-0.21,3,0.01,-0.47,-0.08,-0.05
0,0.28,-0.21,0.45,0.07,1.52,-0.08,-0.05
1,-0.7,3,-0.48,-0.2,-0.65,-0.08,-0.05
0,0.76,-0.21,0.82,0.2,2.43,-0.08,-0.05
0,0.4,-0.21,0.28,0.42,2.07,-0.08,-0.05
0,0.18,-0.21,0.24,0.27,3,-0.08,-0.05
0,2.53,-0.21,0.81,0.55,-0.1,-0.08,-0.05
0,-0.32,-0.21,0.14,-0.2,-0.65,-0.08,-0.05
0,0.75,-0.21,-0.25,2,0.8,-0.08,-0.05
1,1.44,-0.21,3,-0.2,-0.47,-0.08,-0.05
1,0.39,-0.21,-0.53,-0.05,-0.29,-0.08,-0.05
1,-0.29,3,-0.38,-0.2,-0.65,-0.08,-0.05
1,0.69,-0.21,0.01,-0.05,-0.29,-0.08,-0.05
0,-0.27,-0.21,-0.01,-0.13,0.26,-0.08,-0.05
1,1.36,-0.21,2.61,1.09,3,-0.08,-0.05
0,3,-0.21,3,0.56,0.08,-0.08,-0.05
0,0.81,-0.21,0.46,0.33,3,-0.08,-0.05
1,-0.18,0.06,0.19,-0.2,-0.65,0.14,-0.04
0,1.98,-0.21,2.12,-0.05,2.07,-0.08,-0.05
1,-0.56,0.73,-0.1,-0.2,-0.65,1.02,0.04
0,0.01,-0.21,0.69,-0.02,0.98,-0.08,-0.05
0,0.89,-0.27,2.47,-0.18,-0.1,2.13,0.12
0,0.48,-0.21,0.69,1.15,2.07,-0.08,-0.05
1,0.34,-0.21,-0.11,-0.2,-0.65,-0.08,-0.05
0,2.02,-0.21,3,0.7,3,-0.08,-0.05
1,3,-0.21,-0.27,3,2.97,-0.08,-0.05
1,1.22,-0.21,3,0.8,1.7,-0.08,-0.05
0,1.9,-0.21,0.2,3,0.08,-0.08,-0.05
0,0.93,-0.21,1.18,1.82,1.88,-0.08,-0.05
0,0.41,-0.21,1.04,1,1.16,-0.08,-0.05
1,1.65,-0.21,3,-0.02,0.98,-0.08,-0.05
0,-0.18,-0.21,0.33,-0.2,-0.65,-0.08,-0.05
0,-0.07,-0.21,-0.21,0.02,-0.29,-0.08,-0.05
0,2.77,-0.21,1.87,0.98,2.61,-0.08,-0.05
0,1.33,-0.21,3,0.63,1.88,-0.08,-0.05
0,0.46,-0.21,0.42,0.31,0.98,-0.08,-0.05
0,1.86,-0.21,0.65,0.1,1.88,-0.08,-0.05
0,0.55,-0.21,2.42,0.19,0.62,-0.08,-0.05
0,1.83,-0.21,3,0.86,1.7,-0.08,-0.05
1,1.31,-0.16,3,0.07,2.97,-0.08,-0.05
1,1.83,-0.21,0.92,2.52,2.07,-0.08,-0.05
0,0.32,-0.21,-0.53,0.13,0.44,-0.08,-0.05
0,0.72,-0.21,-0.44,-0.02,0.44,-0.08,-0.05
